#SampleID	filename	Gender	UNC	GLY	SUL	Tetra	TAU	OXO	AA	MIXED	HOST	MICROBIAL
X38874.mzXML.1	38874.mzXML	Male	1	1	0	0	0	0	0	1	0	0
X38875.mzXML.1	38875.mzXML	Male	1	1	0	1	1	1	0	1	1	1
X38876.mzXML.1	38876.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38877.mzXML.1	38877.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X38879.mzXML.1	38879.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38880.mzXML.1	38880.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38881.mzXML.1	38881.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38882.mzXML.1	38882.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38884.mzXML.1	38884.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38885.mzXML.1	38885.mzXML	Male	1	1	1	1	1	0	1	1	1	1
X38886.mzXML.1	38886.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38888.mzXML.1	38888.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38889.mzXML.1	38889.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X38892.mzXML.1	38892.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38893.mzXML.1	38893.mzXML	Male	1	1	1	1	0	1	1	1	1	1
X38894.mzXML.1	38894.mzXML	Male	1	0	1	0	0	1	0	1	0	1
X38895.mzXML.1	38895.mzXML	Female	1	1	1	1	0	1	1	1	1	1
X38896.mzXML.1	38896.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38897.mzXML.1	38897.mzXML	Female	1	1	1	0	0	1	0	1	0	1
X38898.mzXML.1	38898.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X38899.mzXML.1	38899.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X38900.mzXML.1	38900.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38901.mzXML.1	38901.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X38902.mzXML.1	38902.mzXML	Male	1	1	0	1	1	0	0	1	1	0
X38903.mzXML.1	38903.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X38904.mzXML.1	38904.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X38905.mzXML.1	38905.mzXML	Female	0	1	0	0	0	1	0	1	0	1
X38906.mzXML.1	38906.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38907.mzXML.1	38907.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38908.mzXML.1	38908.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X38909.mzXML.1	38909.mzXML	Male	1	1	0	1	0	1	0	1	1	1
X38912.mzXML.1	38912.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38913.mzXML.1	38913.mzXML	Male	1	1	0	1	0	1	1	1	1	1
X38914.mzXML.1	38914.mzXML	Female	1	1	0	0	1	1	1	1	1	1
X38915.mzXML.1	38915.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38925.mzXML.1	38925.mzXML	Female	1	1	0	0	1	1	1	1	1	1
X38926.mzXML.1	38926.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38928.mzXML.1	38928.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38929.mzXML.1	38929.mzXML	Female	0	1	0	0	0	0	0	1	0	0
X38932.mzXML.1	38932.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38933.mzXML.1	38933.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38936.mzXML.1	38936.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38938.mzXML.1	38938.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38940.mzXML.1	38940.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38943.mzXML.1	38943.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X38944.mzXML.1	38944.mzXML	Male	1	1	0	1	0	1	0	1	1	1
X38945.mzXML.1	38945.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X38946.mzXML.1	38946.mzXML	Male	1	1	1	1	0	1	0	1	1	1
X38947.mzXML.1	38947.mzXML	Male	1	1	0	1	0	1	0	1	1	1
X38948.mzXML.1	38948.mzXML	Male	1	1	1	1	1	0	0	1	1	0
X38949.mzXML.1	38949.mzXML	Male	1	1	0	0	1	1	0	1	1	1
X38950.mzXML.1	38950.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X38952.mzXML.1	38952.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X38953.mzXML.1	38953.mzXML	Male	1	1	1	1	0	1	1	1	1	1
X38954.mzXML.1	38954.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38955.mzXML.1	38955.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X38957.mzXML.1	38957.mzXML	Male	1	1	1	1	0	1	1	1	1	1
X38959.mzXML.1	38959.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38961.mzXML.1	38961.mzXML	Male	1	1	1	0	0	1	0	1	0	1
X38962.mzXML.1	38962.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X38963.mzXML.1	38963.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38965.mzXML.1	38965.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38966.mzXML.1	38966.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X38967.mzXML.1	38967.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X38969.mzXML.1	38969.mzXML	Female	1	1	0	0	1	1	1	1	1	1
X38971.mzXML.1	38971.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38972.mzXML.1	38972.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38973.mzXML.1	38973.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X38974.mzXML.1	38974.mzXML	Female	1	0	0	1	0	1	0	1	1	1
X38976.mzXML.1	38976.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38977.mzXML.1	38977.mzXML	Female	1	1	0	1	1	1	1	1	1	1
X38980.mzXML.1	38980.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38981.mzXML.1	38981.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38982.mzXML.1	38982.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X38983.mzXML.1	38983.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X38986.mzXML.1	38986.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X38989.mzXML.1	38989.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38990.mzXML.1	38990.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X38991.mzXML.1	38991.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X38992.mzXML.1	38992.mzXML	Male	1	1	1	0	1	1	0	1	1	1
X38993.mzXML.1	38993.mzXML	Male	1	1	0	0	1	1	0	1	1	1
X38994.mzXML.1	38994.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X38995.mzXML.1	38995.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X38996.mzXML.1	38996.mzXML	Male	1	1	0	0	0	0	0	1	0	0
X38997.mzXML.1	38997.mzXML	Male	1	1	0	1	1	1	0	1	1	1
X38998.mzXML.1	38998.mzXML	Male	1	1	0	0	1	1	1	1	1	1
X39014.mzXML.1	39014.mzXML	Female	1	1	1	0	0	0	1	1	0	1
X39015.mzXML.1	39015.mzXML	Female	1	1	1	0	0	1	0	1	0	1
X39022.mzXML.1	39022.mzXML	Female	1	1	1	1	0	1	0	1	1	1
X39023.mzXML.1	39023.mzXML	Female	1	1	1	1	0	1	1	1	1	1
X39024.mzXML.1	39024.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X39025.mzXML.1	39025.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X39027.mzXML.1	39027.mzXML	Male	1	1	1	0	0	1	0	1	0	1
X39028.mzXML.1	39028.mzXML	Female	1	1	1	0	0	1	0	1	0	1
X39029.mzXML.1	39029.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X39030.mzXML.1	39030.mzXML	Female	1	1	1	1	0	1	1	1	1	1
X39038.mzXML.1	39038.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39042.mzXML.1	39042.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39047.mzXML.1	39047.mzXML	Female	1	1	1	1	1	1	0	1	1	1
X39048.mzXML.1	39048.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X39049.mzXML.1	39049.mzXML	Female	1	1	0	1	0	1	0	1	1	1
X39050.mzXML.1	39050.mzXML	Male	1	1	0	0	1	1	0	1	1	1
X39051.mzXML.1	39051.mzXML	Male	1	1	0	1	0	0	0	1	1	0
X39057.mzXML.1	39057.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39086.mzXML.1	39086.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X39090.mzXML.1	39090.mzXML	Male	1	1	0	0	1	0	0	1	1	0
X39092.mzXML.1	39092.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X39095.mzXML.1	39095.mzXML	Female	1	1	0	1	0	0	0	1	1	0
X39105.mzXML.1	39105.mzXML	Male	1	1	0	1	1	1	0	1	1	1
X39106.mzXML.1	39106.mzXML	Female	1	1	1	1	1	1	0	1	1	1
X39108.mzXML.1	39108.mzXML	Male	1	1	0	0	1	1	1	1	1	1
X39109.mzXML.1	39109.mzXML	Male	1	1	1	1	0	1	0	1	1	1
X39110.mzXML.1	39110.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X39111.mzXML.1	39111.mzXML	Male	1	1	0	1	1	1	0	1	1	1
X39112.mzXML.1	39112.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X39113.mzXML.1	39113.mzXML	Male	1	1	0	0	1	1	0	1	1	1
X39114.mzXML.1	39114.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39115.mzXML.1	39115.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X39116.mzXML.1	39116.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X39117.mzXML.1	39117.mzXML	Female	1	1	1	0	0	0	1	1	0	1
X39118.mzXML.1	39118.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39119.mzXML.1	39119.mzXML	Female	1	1	0	0	0	1	1	1	0	1
X39120.mzXML.1	39120.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X39121.mzXML.1	39121.mzXML	Female	1	1	1	1	1	0	0	1	1	0
X39122.mzXML.1	39122.mzXML	Female	1	1	0	0	0	0	0	1	0	0
X39123.mzXML.1	39123.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39125.mzXML.1	39125.mzXML	Female	1	1	1	1	1	0	0	1	1	0
X39126.mzXML.1	39126.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X39127.mzXML.1	39127.mzXML	Male	1	0	0	0	0	1	0	1	0	1
X39128.mzXML.1	39128.mzXML	Male	1	0	0	1	0	1	0	1	1	1
X39130.mzXML.1	39130.mzXML	Female	1	1	1	1	0	1	1	1	1	1
X39131.mzXML.1	39131.mzXML	Female	1	0	0	0	1	1	0	1	1	1
X39132.mzXML.1	39132.mzXML	Male	1	1	1	1	0	1	1	1	1	1
X39133.mzXML.1	39133.mzXML	Female	1	1	0	1	0	1	1	1	1	1
X39134.mzXML.1	39134.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X39135.mzXML.1	39135.mzXML	Female	1	1	1	0	1	1	0	1	1	1
X39136.mzXML.1	39136.mzXML	Male	1	1	1	1	1	1	0	1	1	1
X39137.mzXML.1	39137.mzXML	Female	1	1	0	1	1	1	0	1	1	1
X39138.mzXML.1	39138.mzXML	Male	1	1	0	0	0	1	1	1	0	1
X39139.mzXML.1	39139.mzXML	Female	1	1	1	1	1	1	1	1	1	1
X39140.mzXML.1	39140.mzXML	Female	1	1	0	0	1	1	0	1	1	1
X39141.mzXML.1	39141.mzXML	Male	1	1	0	1	0	1	0	1	1	1
X39142.mzXML.1	39142.mzXML	Female	1	0	0	0	0	1	0	1	0	1
X39143.mzXML.1	39143.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X39145.mzXML.1	39145.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39146.mzXML.1	39146.mzXML	Female	1	1	0	0	0	1	0	1	0	1
X39147.mzXML.1	39147.mzXML	Male	1	1	1	1	1	1	1	1	1	1
X39149.mzXML.1	39149.mzXML	Female	1	1	1	0	0	1	0	1	0	1
X72843.mzML.1	72843.mzML	Male	1	1	0	0	0	0	0	1	0	0
X72844.mzML.1	72844.mzML	Male	1	1	0	0	1	1	1	1	1	1
X72845.mzML.1	72845.mzML	Female	1	0	0	0	0	0	0	1	0	0
X72846.mzML.1	72846.mzML	Male	1	1	0	1	1	1	1	1	1	1
X72847.mzML.1	72847.mzML	Male	1	0	0	1	1	1	1	1	1	1
X72848.mzML.1	72848.mzML	Female	1	1	0	0	0	1	0	1	0	1
X72849.mzML.1	72849.mzML	Female	1	0	0	0	0	0	0	1	0	0
X72850.mzML.1	72850.mzML	Male	1	1	0	0	1	0	0	1	1	0
X72851.mzML.1	72851.mzML	Female	1	1	0	0	1	1	1	1	1	1
X72852.mzML.1	72852.mzML	Male	1	1	0	0	1	1	1	1	1	1
