Scan,17NAVY25_10_plasma.mzML,15NAVY03_19_plasma.mzML,15NAVY02_20_plasma.mzML,16NAVY13_13_plasma.mzML,16NAVY13_16_plasma.mzML,18NAVY32_12_plasma.mzML,15NAVY02_11_plasma.mzML,17NAVY18_13_plasma.mzML,410_Plasma.mzML,332_Plasma.mzML,17NAVY19_4_plasma.mzML,374_Plasma.mzML,17NAVY24_2_plasma.mzML,16NAVY15_8_plasma.mzML,384_Plasma.mzML,18NAVY32_15_plasma.mzML,18NAVY32_2_plasma.mzML,404_Plasma.mzML,18NAVY30_1_plasma.mzML,16NAVY04_10_plasma.mzML,485_Plasma.mzML,16NAVY13_10_plasma.mzML,17NAVY18_8_plasma.mzML,17NAVY18_17_plasma.mzML,18NAVY30_11_plasma.mzML,519_Plasma.mzML,16NAVY15_16_plasma.mzML,17NAVY24_10_plasma.mzML,16NAVY13_19_plasma.mzML,18NAVY32_5_plasma.mzML,16NAVY13_4_plasma.mzML,16NAVY15_9_plasma.mzML,340_Plasma.mzML,17NAVY25_5_plasma.mzML,18NAVY27_10_plasma.mzML,18NAVY32_1_plasma.mzML,17NAVY19_9_plasma.mzML,16NAVY04_11_plasma.mzML,17NAVY18_5_plasma.mzML,15NAVY02_9_plasma.mzML,16NAVY09_11_plasma.mzML,16NAVY09_20_plasma.mzML,15NAVY03_14_plasma.mzML,392_Plasma.mzML,17NAVY18_14_plasma.mzML,18NAVY30_15_plasma.mzML,15NAVY03_1_plasma.mzML,16NAVY13_8_plasma.mzML,16NAVY09_9_plasma.mzML,17NAVY19_3_plasma.mzML,18NAVY30_13_plasma.mzML,17NAVY25_1_plasma.mzML,344_Plasma.mzML,15NAVY02_8_plasma.mzML,406_Plasma.mzML,15NAVY03_16_plasma.mzML,15NAVY02_16_plasma.mzML,15NAVY02_4_plasma.mzML,16NAVY05_3_plasma.mzML,17NAVY24_14_plasma.mzML,16NAVY05_19_plasma.mzML,18NAVY32_11_plasma.mzML,15NAVY02_2_plasma.mzML,473_Plasma.mzML,16NAVY09_12_plasma.mzML,426_Plasma.mzML,18NAVY27_14_plasma.mzML,422_Plasma.mzML,16NAVY15_14_plasma.mzML,380_Plasma.mzML,18NAVY27_19_plasma.mzML,17NAVY24_13_plasma.mzML,342_Plasma.mzML,17NAVY24_19_plasma.mzML,17NAVY25_7_plasma.mzML,479_Plasma.mzML,517_Plasma.mzML,18NAVY30_18_plasma.mzML,16NAVY15_6_plasma.mzML,17NAVY25_3_plasma.mzML,18NAVY27_1_plasma.mzML,16NAVY05_12_plasma.mzML,15NAVY02_19_plasma.mzML,15NAVY02_17_plasma.mzML,18NAVY30_14_plasma.mzML,18NAVY27_4_plasma.mzML,15NAVY03_18_plasma.mzML,18NAVY30_2_plasma.mzML,16NAVY05_9_plasma.mzML,368_Plasma_20191118051546.mzML,360_Plasma_20191118041830.mzML,16NAVY04_15_plasma.mzML,416_Plasma.mzML,17NAVY24_17_plasma.mzML,17NAVY24_16_plasma.mzML,17NAVY24_6_plasma.mzML,18NAVY27_5_plasma.mzML,18NAVY30_7_plasma.mzML,16NAVY15_18_plasma.mzML,18NAVY30_6_plasma.mzML,18NAVY27_20_plasma.mzML,16NAVY04_12_plasma.mzML,15NAVY02_14_plasma.mzML,17NAVY24_20_plasma.mzML,17NAVY19_6_plasma.mzML,17NAVY24_4_plasma.mzML,17NAVY18_2_plasma.mzML,16NAVY04_17_plasma.mzML,16NAVY05_4_plasma.mzML,15NAVY03_20_plasma.mzML,18NAVY32_6_plasma.mzML,16NAVY13_7_plasma.mzML,434_Plasma.mzML,18NAVY30_10_plasma.mzML,16NAVY05_2_plasma.mzML,502_Plasma.mzML,16NAVY15_10_plasma.mzML,17NAVY18_7_plasma.mzML,16NAVY15_11_plasma.mzML,330_Plasma.mzML,16NAVY05_7_plasma.mzML,16NAVY13_6_plasma.mzML,16NAVY04_3_plasma.mzML,16NAVY09_15_plasma.mzML,16NAVY05_11_plasma.mzML,17NAVY24_5_plasma.mzML,16NAVY13_2_plasma.mzML,15NAVY02_7_plasma.mzML,16NAVY05_5_plasma.mzML,504_Plasma.mzML,15NAVY03_9_plasma.mzML,17NAVY18_6_plasma.mzML,17NAVY24_9_plasma.mzML,18NAVY32_4_plasma.mzML,16NAVY05_10_plasma.mzML,16NAVY04_16_plasma.mzML,16NAVY04_13_plasma.mzML,17NAVY24_18_plasma.mzML,18NAVY27_7_plasma.mzML,15NAVY03_4_plasma.mzML,17NAVY24_12_plasma.mzML,16NAVY15_15_plasma.mzML,18NAVY27_11_plasma.mzML,18NAVY30_12_plasma.mzML,16NAVY09_3_plasma.mzML,17NAVY19_1_plasma.mzML,18NAVY32_16_plasma.mzML,16NAVY15_7_plasma.mzML,16NAVY09_8_plasma.mzML,18NAVY32_14_plasma.mzML,15NAVY02_12_plasma.mzML,388_Plasma.mzML,408_Plasma_20191118055604.mzML,16NAVY05_18_plasma.mzML,15NAVY03_3_plasma.mzML,15NAVY03_13_plasma.mzML,328_Plasma.mzML,17NAVY24_1_plasma.mzML,16NAVY05_17_plasma.mzML,16NAVY09_10_plasma.mzML,15NAVY02_6_plasma.mzML,18NAVY27_18_plasma.mzML,16NAVY15_20_plasma.mzML,15NAVY03_2_plasma.mzML,356_Plasma_20191118035138.mzML,18NAVY32_13_plasma.mzML,16NAVY05_8_plasma.mzML,16NAVY13_9_plasma.mzML,16NAVY05_13_plasma.mzML,498_Plasma.mzML,18NAVY27_8_plasma.mzML,18NAVY30_16_plasma.mzML,17NAVY18_12_plasma.mzML,15NAVY02_1_plasma.mzML,16NAVY15_5_plasma.mzML,376_Plasma.mzML,16NAVY09_18_plasma.mzML,16NAVY04_1_plasma.mzML,18NAVY30_3_plasma.mzML,18NAVY32_7_plasma.mzML,348_Plasma_20191118024056.mzML,16NAVY13_20_plasma.mzML,414_Plasma.mzML,18NAVY27_2_plasma.mzML,511_Plasma.mzML,16NAVY04_9_plasma.mzML,17NAVY18_3_plasma.mzML,15NAVY02_15_plasma.mzML,444_Plasma.mzML,18NAVY27_16_plasma.mzML,16NAVY05_16_plasma.mzML,16NAVY13_15_plasma.mzML,509_Plasma.mzML,16NAVY04_18_plasma.mzML,424_Plasma.mzML,390_Plasma.mzML,17NAVY24_11_plasma.mzML,18NAVY32_10_plasma.mzML,18NAVY27_13_plasma.mzML,16NAVY15_1_plasma.mzML,18NAVY30_8_plasma.mzML,17NAVY18_20_plasma.mzML,15NAVY03_6_plasma.mzML,17NAVY25_9_plasma.mzML,16NAVY13_14_plasma.mzML,18NAVY30_5_plasma.mzML,16NAVY09_19_plasma.mzML,362_Plasma_20191118043156.mzML,17NAVY18_9_plasma.mzML,16NAVY13_11_plasma.mzML,17NAVY19_2_plasma.mzML,16NAVY09_1_plasma.mzML,16NAVY04_20_plasma.mzML,17NAVY18_10_plasma.mzML,436_Plasma.mzML,16NAVY15_17_plasma.mzML,17NAVY24_7_plasma.mzML,15NAVY03_11_plasma.mzML,16NAVY05_6_plasma.mzML,16NAVY13_3_plasma.mzML,386_Plasma_20191118054238.mzML,15NAVY02_13_plasma.mzML,17NAVY19_8_plasma.mzML,17NAVY18_4_plasma.mzML,16NAVY09_14_plasma.mzML,17NAVY25_8_plasma.mzML,16NAVY09_17_plasma.mzML,15NAVY02_18_plasma.mzML,482_Plasma.mzML,396_Plasma.mzML,18NAVY32_20_plasma.mzML,17NAVY25_2_plasma.mzML,15NAVY03_15_plasma.mzML,16NAVY15_13_plasma.mzML,17NAVY19_10_plasma.mzML,334_Plasma.mzML,16NAVY05_20_plasma.mzML,17NAVY24_15_plasma.mzML,16NAVY09_16_plasma.mzML,16NAVY04_6_plasma.mzML,16NAVY13_17_plasma.mzML,17NAVY18_19_plasma.mzML,336_Plasma.mzML,515_Plasma.mzML,15NAVY03_10_plasma.mzML,16NAVY04_2_plasma.mzML,16NAVY13_18_plasma.mzML,17NAVY25_4_plasma.mzML,18NAVY32_17_plasma.mzML,16NAVY15_4_plasma.mzML,398_Plasma.mzML,16NAVY05_14_plasma.mzML,16NAVY04_4_plasma.mzML,16NAVY15_19_plasma.mzML,18NAVY32_19_plasma.mzML,16NAVY15_2_plasma.mzML,18NAVY27_15_plasma.mzML,16NAVY05_1_plasma.mzML,18NAVY27_3_plasma.mzML,350_Plasma_20191118025422.mzML,402_Plasma.mzML,15NAVY03_8_plasma.mzML,16NAVY04_8_plasma.mzML,17NAVY18_11_plasma.mzML,16NAVY15_3_plasma.mzML,18NAVY27_9_plasma.mzML,18NAVY27_6_plasma.mzML,15NAVY02_3_plasma.mzML,17NAVY19_7_plasma.mzML,352_Plasma_20191118030748.mzML,15NAVY02_5_plasma.mzML,18NAVY30_9_plasma.mzML,16NAVY04_7_plasma.mzML,17NAVY24_8_plasma.mzML,17NAVY19_5_plasma.mzML,18NAVY30_17_plasma.mzML,16NAVY04_19_plasma.mzML,17NAVY18_15_plasma.mzML,18NAVY30_19_plasma.mzML,17NAVY24_3_plasma.mzML,16NAVY04_5_plasma.mzML,420_Plasma.mzML,370_Plasma.mzML,442_Plasma.mzML,17NAVY18_1_plasma.mzML,378_Plasma.mzML,430_Plasma_20191118060930.mzML,18NAVY27_12_plasma.mzML,324_Plasma.mzML,17NAVY18_18_plasma.mzML,18NAVY32_3_plasma.mzML,418_Plasma.mzML,16NAVY09_4_plasma.mzML,16NAVY13_1_plasma.mzML
83783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5486310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2794770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6260200,0,0,0,0,0,3045930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3845370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4971830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32401,0,0,0,0,0,0,0,0,0,1180820,0,3196360,0,0,3408185,0,0,3102390,0,0,564095,0,0,0,0,0,0,0,0,0,300462,0,0,0,0,0,0,0,0,0,0,0,0,3042999,0,0,0,0,0,0,0,0,1390160,0,5640341,0,0,0,0,0,0,0,0,0,0,2970700,0,5334500,0,9717083,0,0,0,0,0,4303882,0,0,0,0,0,0,0,0,0,0,0,0,339259,1138480,691417,0,2209400,0,0,0,0,0,294122,0,0,0,1641080,0,0,0,276779,0,0,561194,0,0,6492006,0,284849,0,0,0,0,2539370,0,0,0,657967,0,0,0,332869,0,0,0,0,0,0,0,0,0,0,0,502669,0,0,0,0,0,0,0,0,0,0,0,677380,1044950,0,0,0,2001835,0,0,0,0,0,0,262274,619659,0,0,0,0,0,0,0,0,0,0,5327259,0,0,0,0,1324450,0,3405441,0,0,0,0,0,536575,0,0,0,0,0,0,2742635,0,0,0,0,0,0,0,0,0,0,0,1032540,0,0,0,0,0,955662,3771790,0,0,0,0,0,0,0,0,0,0,0,0,1700900,0,1583790,0,0,0,0,0,13731400,0,0,0,0,0,0,857431,0,0,224933,0,0,0,0,2212238,732267,1409616,0,0,0,0,0,0,2412487,3790416,0,0,0,0,0,0,0,0,1172250,0,0,0,0,0,0,570056,123142,0,0,0,0,2809970,0,0,3497434,784389,0,1894240,0,0,3390976,0,0
20864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80900.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80548.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88946.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115019,0,0,0,0,0,0,0,0,0,75528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81212,85655,0,0,0,0,0,0,214876,0,0,0,0,0,0,0,93286.7,0,0,0,0,0,0,87916.3,0,0,0,0,183537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148346,0,63041.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91404.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79903.2,0,0,0,0
116373,0,0,0,0,0,0,0,0,0,716204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081470,0,0,0,0,0
101848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270756,0,0,0,0,0,315402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154787.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700837,0,0,0,0,0,725224,0,0,0,0,528547,0,313122,0,0,0,0,0,0,144001,0,0,0,0,0,0,0,0,0,0,0,0,0,119902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556924,0,749818,0,0,0,0,0,0,0,0,0,829062,0,0,0,0,0,0,0,0,0,0,279144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603309,0,0,0,0,0,0,541248,0,0,0,0,0,0,0,0,0,585460,0,0,699695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123806,0,122900,0,0,0,0,0,0,0,0,0,525682,0,247177,0,0,0,511135,0,0,0,0,222859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529241,0,0,546188,0,0
180594,0,0,0,0,0,1782190,0,0,0,0,0,0,1478560,0,0,807336,3089370,0,0,0,0,0,0,0,0,0,0,1755970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1334890,0,842510,0,0,0,0,0,0,0,0,0,1305360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461320,0,1457810,0,0,0,0,0,0,0,1280700,0,0,0,0,0,0,1811750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844120,0,0,0,1354100,0,0,1555950,0,0,0,0,0,726484,0,0,1026420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931340,0,0,0,0,0,0,0,0,1595550,0,0,0,0,0,0,0,1333900,1145180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272010,0,0,0,0,0,0,0,0,0,0,0,0,0,1223360,0,0,0,0,0,0,1390350,0,0,0,0,0,0,0,0,0,0,1645290,0,1007520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4403630,0,0,0,0,0,0,0,0,0,944792,0,0,0,0,0,0,0,0,0,0,2065250,0,0,0
166135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218710,0,0,0,0,0,0,0,0,0,0,0,316861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317857,0,0,0,304291,0,0,0,337131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507040,0,0,0,0,0,0,0,0
112593,0,0,0,0,0,0,0,0,0,2735180,0,2151540,0,0,2564610,0,0,1006640,0,0,2802570,0,0,0,0,4068380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716829,0,0,0,0,0,0,0,0,754554,0,0,0,0,0,0,0,0,0,0,3121170,0,3823140,0,1900970,0,1711070,0,0,609912,0,0,5274000,1788530,0,0,0,0,0,0,0,0,0,0,0,0,1109940,666328,0,1756850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987588,0,0,2096440,0,0,0,2791540,0,0,0,0,0,0,0,0,0,3611270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566147,0,0,0,2385530,0,0,0,0,0,0,0,0,0,0,0,0,2490500,0,0,0,0,0,2609620,0,0,0,0,1542610,0,3053950,0,4566980,0,0,0,1537410,0,0,0,2791990,0,2852490,2938430,0,0,0,0,0,0,0,0,0,0,0,566069,0,0,0,0,0,0,2270390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4028770,0,0,0,0,0,2284780,0,0,0,0,0,0,1231490,704904,0,0,0,0,0,0,987852,0,0,0,0,0,0,0,0,0,1127020,0,0,0,0,0,0,0,0,763350,0,0,0,0,0,0,0,0,0,0,0,684335,620152,1003230,0,1858820,635794,0,3006030,0,0,2899640,0,0
63927,0,0,0,0,0,0,176934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
